"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
2,6288,"v_fmac_f32_e32 v27, v0, v12",32768,32768,0,155659,""
2,6292,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6296,"v_fmac_f32_e32 v27, v1, v13",32768,32768,0,160446,""
2,6300,"v_fmac_f32_e32 v27, v2, v4",32768,32768,0,165014,""
2,6304,"s_delay_alu instid0(VALU_DEP_1)",0,0,0,0,""
2,6308,"v_fmac_f32_e32 v27, v3, v5",32768,51284,18516,140281,""
2,6312,"s_cbranch_scc1 107",32768,32768,0,1188,""
2,6316,"v_add3_u32 v0, v21, s8, -8",32768,32768,0,98128,""
2,6324,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_2) | instid1(SALU_CYCLE_1)",0,0,0,0,""
2,6328,"v_cmp_gt_u32_e64 s1, 0x400, v0",32768,46698,13930,140384,""
2,6340,"v_mov_b32_e32 v0, 0",32768,33302,534,10701,""
2,6344,"s_and_b32 s1, vcc_lo, s1",32768,32768,0,553861,""
2,6348,"s_and_saveexec_b32 s9, s1",32768,32768,0,33878,""
2,6352,"s_cbranch_execz 13",32768,32768,0,265314,""
2,6356,"v_add3_u32 v0, v29, s8, -8",32768,32768,0,83356,""
2,6364,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6368,"v_ashrrev_i32_e32 v1, 31, v0",32768,32768,0,143683,""
2,6372,"v_lshlrev_b64 v[0:1], 2, v[0:1]",32768,65536,0,142189,""
2,6380,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6384,"v_add_co_u32 v0, s1, s4, v0",32768,32768,0,139908,""
2,6392,"v_add_co_ci_u32_e64 v1, null, s5, v1, s1",32768,32768,0,142954,""
2,6400,"global_load_b32 v0, v[0:1], off",32768,70662,5126,549547,""
2,6408,"s_or_b32 exec_lo, exec_lo, s9",32768,32768,0,63,""
2,6412,"v_dual_mov_b32 v32, 0 :: v_dual_add_nc_u32 v31, s8, v20",32768,32768,0,288637,""
2,6420,"s_waitcnt vmcnt(0)",32768,12592805,12560037,0,""
2,6424,"ds_store_b32 v26, v0",32768,65536,0,220417,""
2,6432,"v_add_nc_u32_e32 v1, -8, v31",32768,32768,0,749856,""
2,6436,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_2) | instid1(SALU_CYCLE_1)",0,0,0,0,""
2,6440,"v_cmp_gt_u32_e64 s1, 0x400, v1",32768,47127,14359,132384,""
2,6452,"v_mov_b32_e32 v1, 0",32768,33916,1148,11884,""
2,6456,"s_and_b32 s1, s0, s1",32768,32768,0,515352,""
2,6460,"s_and_saveexec_b32 s9, s1",32768,32768,0,34463,""
2,6464,"s_cbranch_execz 11",32768,32768,0,268199,""
2,6468,"v_ashrrev_i32_e32 v9, 31, v8",32768,32768,0,91372,""
2,6472,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6476,"v_lshlrev_b64 v[0:1], 2, v[8:9]",32768,65536,0,144725,""
2,6484,"v_add_co_u32 v0, s1, s6, v0",32768,32768,0,141667,""
2,6492,"s_delay_alu instid0(VALU_DEP_1)",0,0,0,0,""
2,6496,"v_add_co_ci_u32_e64 v1, null, s7, v1, s1",32768,32768,0,146779,""
2,6504,"global_load_b32 v1, v[0:1], off",32768,71802,6266,562229,""
2,6512,"s_or_b32 exec_lo, exec_lo, s9",32768,32768,0,87,""
2,6516,"s_waitcnt vmcnt(0)",32768,10829316,10796548,0,""
2,6520,"ds_store_b32 v30, v1",32768,65536,0,113800,""
2,6528,"s_waitcnt lgkmcnt(0)",32768,1628033,1595265,0,""
2,6532,"s_barrier",32768,776023,37187,0,""
2,6536,"buffer_gl0_inv",32768,32768,0,0,""
2,6544,"ds_load_b128 v[4:7], v24",32768,335607,302839,297099,""
2,6552,"ds_load_b128 v[0:3], v24 offset:16",32768,83439,50671,0,""
2,6560,"ds_load_2addr_b32 v[18:19], v28 offset1:8",32768,93791,61023,0,""
2,6568,"ds_load_2addr_b32 v[16:17], v28 offset0:16 offset1:24",32768,103769,71001,0,""
2,6576,"ds_load_2addr_b32 v[14:15], v28 offset0:32 offset1:40",32768,109663,76895,0,""
2,6584,"ds_load_2addr_b32 v[12:13], v28 offset0:48 offset1:56",32768,32768,0,92383,""
2,6592,"v_cmp_lt_u32_e64 s1, s8, v25",32768,32768,0,1152673,""
2,6600,"s_waitcnt lgkmcnt(0)",32768,1881960,1849192,0,""
2,6604,"s_barrier",32768,547051,2172,0,""
2,6608,"buffer_gl0_inv",32768,35015,2247,1534,""
2,6616,"s_and_b32 s9, vcc_lo, s1",32768,32768,0,953,""
2,6620,"s_delay_alu instid0(SALU_CYCLE_1)",0,0,0,0,""
2,6624,"s_and_saveexec_b32 s1, s9",32768,32768,0,33808,""
2,6628,"s_cbranch_execz 2",32768,32768,0,266604,""
2,6632,"global_load_b32 v32, v[10:11], off",32768,69633,4097,65536,""
2,6640,"s_or_b32 exec_lo, exec_lo, s1",32768,32768,0,101,""
2,6644,"v_cmp_gt_u32_e64 s1, 0x400, v31",32768,43080,10312,283939,""
2,6656,"v_mov_b32_e32 v9, 0",32768,32768,0,9076,""
2,6660,"s_waitcnt vmcnt(0)",32768,9108837,9076069,0,""
2,6664,"ds_store_b32 v26, v32",32768,141680,76144,7,""
2,6672,"s_and_b32 s1, s0, s1",32768,32768,0,214,""
2,6676,"s_delay_alu instid0(SALU_CYCLE_1)",0,0,0,0,""
2,6680,"s_and_saveexec_b32 s9, s1",32768,32768,0,33856,""
2,6684,"s_cbranch_execz 65387",32768,32768,0,268617,""
2,6688,"v_add_nc_u32_e32 v31, 0x2000, v8",32768,32768,0,394117,""
2,6696,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6700,"v_ashrrev_i32_e32 v32, 31, v31",32768,32768,0,159026,""
2,6704,"v_lshlrev_b64 v[31:32], 2, v[31:32]",32768,65536,0,154032,""
2,6712,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6716,"v_add_co_u32 v31, s1, s6, v31",32768,32768,0,150359,""
2,6724,"v_add_co_ci_u32_e64 v32, null, s7, v32, s1",32768,32768,0,153678,""
2,6732,"global_load_b32 v9, v[31:32], off",32768,71488,5952,553953,""
2,6740,"s_branch 65373",32768,32768,0,96,""
2,6744,"s_and_b32 s0, vcc_lo, s0",512,512,0,14124,""
2,6748,"s_delay_alu instid0(SALU_CYCLE_1)",0,0,0,0,""
2,6752,"s_and_saveexec_b32 s1, s0",512,512,0,513,""
2,6756,"s_cbranch_execz 12",512,512,0,4170,""
2,6760,"v_add_nc_u32_e32 v0, v22, v23",512,512,0,1099,""
2,6764,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6768,"v_ashrrev_i32_e32 v1, 31, v0",512,512,0,2175,""
2,6772,"v_lshlrev_b64 v[0:1], 2, v[0:1]",512,1024,0,2163,""
2,6780,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6784,"v_add_co_u32 v0, vcc_lo, s2, v0",512,512,0,2150,""
2,6792,"v_add_co_ci_u32_e64 v1, null, s3, v1, vcc_lo",512,512,0,2189,""
2,6800,"global_store_b32 v[0:1], v27, off",512,1536,0,8792,""
2,6808,"s_endpgm",512,149279,0,0,""
