"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
2,6656,"; _ZN12_GLOBAL__N_117gemm_naive_kernelEPKfS1_Pf",0,0,0,0,"(anonymous namespace)::gemm_naive_kernel(float const*, float const*, float*)"
2,6656,"s_load_b32 s2, s[0:1], 0x24",506,513,7,58447,""
2,6664,"v_bfe_u32 v1, v0, 10, 10",506,118101,117595,52,""
2,6672,"v_and_b32_e32 v4, 0x3ff, v0",506,506,0,27131,""
2,6680,"s_waitcnt lgkmcnt(0)",506,67125,66619,0,""
2,6684,"s_lshr_b32 s3, s2, 16",506,554,48,0,""
2,6688,"s_and_b32 s2, s2, 0xffff",506,506,0,44,""
2,6696,"v_mad_u64_u32 v[2:3], null, s15, s3, v[1:2]",506,2024,0,101978,""
2,6704,"v_mad_u64_u32 v[0:1], null, s14, s2, v[4:5]",506,2024,0,58721,""
2,6712,"s_mov_b32 s2, exec_lo",506,537,31,8995,""
2,6716,"v_max_i32_e32 v1, v2, v0",506,506,0,92339,""
2,6720,"s_delay_alu instid0(VALU_DEP_1)",0,0,0,0,""
2,6724,"v_cmpx_gt_i32_e32 0x400, v1",506,506,0,69936,""
2,6732,"s_cbranch_execz 159",506,506,0,8969,""
2,6736,"s_load_b128 s[4:7], s[0:1], null",506,528,22,1012,""
2,6744,"v_dual_mov_b32 v4, 0 :: v_dual_lshlrev_b32 v1, 10, v2",506,132854,132348,0,""
2,6752,"s_load_b64 s[0:1], s[0:1], 0x10",506,615,109,0,""
2,6760,"s_mov_b32 s2, 0",506,514,8,62,""
2,6764,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6768,"v_ashrrev_i32_e32 v2, 31, v1",506,506,0,89879,""
2,6772,"v_lshlrev_b64 v[2:3], 2, v[1:2]",506,1012,0,77177,""
2,6780,"s_waitcnt lgkmcnt(0)",506,3076,2570,0,""
2,6784,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6788,"v_add_co_u32 v2, vcc_lo, s4, v2",506,506,0,94457,""
2,6796,"v_add_co_ci_u32_e64 v3, null, s5, v3, vcc_lo",506,72450,71944,2276,""
2,6804,"s_delay_alu instid0(VALU_DEP_2) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6808,"v_add_co_u32 v2, vcc_lo, v2, 28",506,506,0,33738,""
2,6816,"v_add_co_ci_u32_e64 v3, null, 0, v3, vcc_lo",506,506,0,78025,""
2,6824,"s_clause 0x1",64768,1952328,1887560,0,""
2,6828,"global_load_b128 v[5:8], v[2:3], off offset:-12",64768,135379,5843,20425,""
2,6836,"global_load_b128 v[9:12], v[2:3], off offset:-28",64768,129536,0,148,""
2,6844,"v_add_nc_u32_e32 v13, s2, v0",64768,64768,0,1775711,""
2,6848,"s_addk_i32 s2, 0x2000",64768,64768,0,402140,""
2,6852,"s_delay_alu instid0(SALU_CYCLE_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6856,"s_cmp_eq_u32 s2, 0x100000",64768,64987,219,64768,""
2,6864,"v_ashrrev_i32_e32 v14, 31, v13",64768,817271,752503,0,""
2,6868,"v_add_nc_u32_e32 v15, 0x400, v13",64768,216514,151746,0,""
2,6876,"v_add_nc_u32_e32 v17, 0x800, v13",64768,217684,152916,0,""
2,6884,"v_add_nc_u32_e32 v19, 0xc00, v13",64768,236006,171238,0,""
2,6892,"v_add_nc_u32_e32 v21, 0x1000, v13",64768,236554,171786,0,""
2,6900,"v_add_nc_u32_e32 v23, 0x1400, v13",64768,224182,159414,0,""
