"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
2,6656,"; _ZN12_GLOBAL__N_117gemm_naive_kernelEPKfS1_Pf",0,0,0,0,"(anonymous namespace)::gemm_naive_kernel(float const*, float const*, float*)"
2,6656,"s_load_b32 s2, s[0:1], 0x24",512,544,32,39699,""
2,6664,"v_bfe_u32 v1, v0, 10, 10",512,153383,152871,60,""
2,6672,"v_and_b32_e32 v4, 0x3ff, v0",512,512,0,32609,""
2,6680,"s_waitcnt lgkmcnt(0)",512,47653,47141,0,""
2,6684,"s_lshr_b32 s3, s2, 16",512,574,62,0,""
2,6688,"s_and_b32 s2, s2, 0xffff",512,512,0,39,""
2,6696,"v_mad_u64_u32 v[2:3], null, s15, s3, v[1:2]",512,2048,0,99155,""
2,6704,"v_mad_u64_u32 v[0:1], null, s14, s2, v[4:5]",512,2048,0,68358,""
2,6712,"s_mov_b32 s2, exec_lo",512,543,31,9172,""
2,6716,"v_max_i32_e32 v1, v2, v0",512,512,0,118744,""
2,6720,"s_delay_alu instid0(VALU_DEP_1)",0,0,0,0,""
2,6724,"v_cmpx_gt_i32_e32 0x400, v1",512,512,0,80918,""
2,6732,"s_cbranch_execz 159",512,512,0,9179,""
2,6736,"s_load_b128 s[4:7], s[0:1], null",512,537,25,1024,""
2,6744,"v_dual_mov_b32 v4, 0 :: v_dual_lshlrev_b32 v1, 10, v2",512,157780,157268,0,""
2,6752,"s_load_b64 s[0:1], s[0:1], 0x10",512,662,150,0,""
2,6760,"s_mov_b32 s2, 0",512,516,4,60,""
2,6764,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6768,"v_ashrrev_i32_e32 v2, 31, v1",512,512,0,129270,""
2,6772,"v_lshlrev_b64 v[2:3], 2, v[1:2]",512,1024,0,107051,""
2,6780,"s_waitcnt lgkmcnt(0)",512,2679,2167,0,""
2,6784,"s_delay_alu instid0(VALU_DEP_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6788,"v_add_co_u32 v2, vcc_lo, s4, v2",512,512,0,102335,""
2,6796,"v_add_co_ci_u32_e64 v3, null, s5, v3, vcc_lo",512,103008,102496,2282,""
2,6804,"s_delay_alu instid0(VALU_DEP_2) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6808,"v_add_co_u32 v2, vcc_lo, v2, 28",512,512,0,36229,""
2,6816,"v_add_co_ci_u32_e64 v3, null, 0, v3, vcc_lo",512,512,0,92233,""
2,6824,"s_clause 0x1",65536,1976877,1911341,0,""
2,6828,"global_load_b128 v[5:8], v[2:3], off offset:-12",65536,137267,6195,21431,""
2,6836,"global_load_b128 v[9:12], v[2:3], off offset:-28",65536,131072,0,216,""
2,6844,"v_add_nc_u32_e32 v13, s2, v0",65536,65536,0,1858781,""
2,6848,"s_addk_i32 s2, 0x2000",65536,65536,0,406495,""
2,6852,"s_delay_alu instid0(SALU_CYCLE_1) | instskip(NEXT) | instid1(VALU_DEP_1)",0,0,0,0,""
2,6856,"s_cmp_eq_u32 s2, 0x100000",65536,65789,253,65537,""
2,6864,"v_ashrrev_i32_e32 v14, 31, v13",65536,925425,859889,0,""
2,6868,"v_add_nc_u32_e32 v15, 0x400, v13",65536,229422,163886,0,""
2,6876,"v_add_nc_u32_e32 v17, 0x800, v13",65536,244699,179163,0,""
2,6884,"v_add_nc_u32_e32 v19, 0xc00, v13",65536,255443,189907,0,""
2,6892,"v_add_nc_u32_e32 v21, 0x1000, v13",65536,257084,191548,0,""
2,6900,"v_add_nc_u32_e32 v23, 0x1400, v13",65536,249434,183898,2,""
2,6908,"v_add_nc_u32_e32 v25, 0x1800, v13",65536,247894,182358,83,""
2,6916,"v_add_nc_u32_e32 v27, 0x1c00, v13",65536,246480,180944,29,""
2,6924,"v_lshlrev_b64 v[13:14], 2, v[13:14]",65536,297225,166153,11718,""
2,6932,"v_ashrrev_i32_e32 v16, 31, v15",65536,428600,363064,0,""
2,6936,"v_ashrrev_i32_e32 v18, 31, v17",65536,238411,172875,0,""
2,6940,"v_ashrrev_i32_e32 v20, 31, v19",65536,231436,165900,0,""
2,6944,"v_ashrrev_i32_e32 v22, 31, v21",65536,250308,184772,0,""
2,6948,"v_ashrrev_i32_e32 v24, 31, v23",65536,256444,190908,0,""
2,6952,"v_add_co_u32 v13, vcc_lo, s6, v13",65536,247857,182321,0,""
2,6960,"v_lshlrev_b64 v[15:16], 2, v[15:16]",65536,307866,176794,10929,""
2,6968,"v_add_co_ci_u32_e64 v14, null, s7, v14, vcc_lo",65536,420795,355259,1,""
2,6976,"v_lshlrev_b64 v[17:18], 2, v[17:18]",65536,314001,182929,2717,""
2,6984,"v_lshlrev_b64 v[19:20], 2, v[19:20]",65536,476327,345255,3608,""
2,6992,"v_lshlrev_b64 v[21:22], 2, v[21:22]",65536,131072,0,340809,""
2,7000,"global_load_b32 v29, v[13:14], off",65536,131072,0,1128337,""
2,7008,"v_add_co_u32 v13, vcc_lo, s6, v15",65536,65536,0,1318254,""
2,7016,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_1) | instid1(VALU_DEP_1)",0,0,0,0,""
2,7020,"v_add_co_ci_u32_e64 v14, null, s7, v16, vcc_lo",65536,571163,505627,278664,""
2,7028,"v_add_co_u32 v15, vcc_lo, s6, v17",65536,65536,0,202221,""
2,7036,"v_add_co_ci_u32_e64 v16, null, s7, v18, vcc_lo",65536,65536,0,752107,""
2,7044,"global_load_b32 v17, v[13:14], off",65536,131072,0,1156928,""
2,7052,"v_ashrrev_i32_e32 v26, 31, v25",65536,924746,859210,507277,""
2,7056,"v_lshlrev_b64 v[23:24], 2, v[23:24]",65536,131072,0,195318,""
2,7064,"global_load_b32 v18, v[15:16], off",65536,131072,0,1151990,""
2,7072,"v_add_co_u32 v13, vcc_lo, s6, v19",65536,65536,0,1464850,""
2,7080,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_1) | instid1(VALU_DEP_1)",0,0,0,0,""
2,7084,"v_add_co_ci_u32_e64 v14, null, s7, v20, vcc_lo",65536,567671,502135,279705,""
2,7092,"v_add_co_u32 v15, vcc_lo, s6, v21",65536,65536,0,209446,""
2,7100,"v_add_co_ci_u32_e64 v16, null, s7, v22, vcc_lo",65536,562584,497048,300557,""
2,7108,"v_ashrrev_i32_e32 v28, 31, v27",65536,65536,0,192511,""
2,7112,"global_load_b32 v19, v[13:14], off",65536,131072,0,1155081,""
2,7120,"v_lshlrev_b64 v[25:26], 2, v[25:26]",65536,131072,0,1396971,""
2,7128,"global_load_b32 v20, v[15:16], off",65536,131072,0,1152830,""
2,7136,"v_add_co_u32 v13, vcc_lo, s6, v23",65536,1055485,989949,514824,""
2,7144,"v_lshlrev_b64 v[27:28], 2, v[27:28]",65536,348219,217147,4725,""
2,7152,"v_add_co_ci_u32_e64 v14, null, s7, v24, vcc_lo",65536,498435,432899,0,""
2,7160,"v_add_co_u32 v15, vcc_lo, s6, v25",65536,65536,0,196475,""
2,7168,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_2) | instid1(VALU_DEP_1)",0,0,0,0,""
2,7172,"v_add_co_ci_u32_e64 v16, null, s7, v26, vcc_lo",65536,65536,0,796096,""
2,7180,"global_load_b32 v21, v[13:14], off",65536,131072,0,1158625,""
2,7188,"v_add_co_u32 v13, vcc_lo, s6, v27",65536,65536,0,1446060,""
2,7196,"v_add_co_ci_u32_e64 v14, null, s7, v28, vcc_lo",65536,65536,0,830112,""
2,7204,"s_clause 0x1",65536,196608,131072,0,""
2,7208,"global_load_b32 v15, v[15:16], off",65536,135349,4277,958442,""
2,7216,"global_load_b32 v13, v[13:14], off",65536,131072,0,132,""
2,7224,"v_add_co_u32 v2, vcc_lo, v2, 32",65536,65536,0,1521024,""
2,7232,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_3) | instid1(VALU_DEP_1)",0,0,0,0,""
2,7236,"v_add_co_ci_u32_e64 v3, null, 0, v3, vcc_lo",65536,65536,0,823825,""
2,7244,"s_waitcnt vmcnt(7)",65536,3912191,3846655,0,""
2,7248,"v_fmac_f32_e32 v4, v9, v29",65536,65536,0,625140,""
2,7252,"s_waitcnt vmcnt(6)",65536,1884756,1819220,0,""
2,7256,"v_fmac_f32_e32 v4, v10, v17",65536,65536,0,706940,""
2,7260,"s_waitcnt vmcnt(5)",65536,1404634,1339098,0,""
2,7264,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_1) | instid1(VALU_DEP_1)",0,0,0,0,""
2,7268,"v_fmac_f32_e32 v4, v11, v18",65536,65536,0,759000,""
2,7272,"s_waitcnt vmcnt(4)",65536,2051376,1985840,0,""
2,7276,"v_fmac_f32_e32 v4, v12, v19",65536,65536,0,830306,""
2,7280,"s_waitcnt vmcnt(3)",65536,1424206,1358670,0,""
2,7284,"s_delay_alu instid0(VALU_DEP_1) | instskip(SKIP_1) | instid1(VALU_DEP_1)",0,0,0,0,""
2,7288,"v_fmac_f32_e32 v4, v5, v20",65536,65536,0,871846,""
2,7292,"s_waitcnt vmcnt(2)",65536,2265087,2199551,0,""
2,7296,"v_fmac_f32_e32 v4, v6, v21",65536,65536,0,998141,""
2,7300,"s_waitcnt vmcnt(1)",65536,2038719,1973183,0,""
